"geoid","measure","value","year","region_type","measure_type","region_name"
110010024004,"population",994,2021,"block group","count","Block Group 4, Census Tract 24, District of Columbia, District of Columbia"
110010025011,"population",1700,2021,"block group","count","Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia"
110010025012,"population",1560,2021,"block group","count","Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia"
110010025021,"population",1371,2021,"block group","count","Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia"
110010025022,"population",2352,2021,"block group","count","Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia"
110010025023,"population",1252,2021,"block group","count","Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia"
110010025024,"population",1759,2021,"block group","count","Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia"
110010026001,"population",1318,2021,"block group","count","Block Group 1, Census Tract 26, District of Columbia, District of Columbia"
110010026002,"population",1334,2021,"block group","count","Block Group 2, Census Tract 26, District of Columbia, District of Columbia"
110010027011,"population",493,2021,"block group","count","Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia"
110010027012,"population",1946,2021,"block group","count","Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia"
110010027013,"population",1034,2021,"block group","count","Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia"
110010027014,"population",2329,2021,"block group","count","Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia"
110010027021,"population",1524,2021,"block group","count","Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia"
110010027022,"population",3186,2021,"block group","count","Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia"
110010027023,"population",1339,2021,"block group","count","Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia"
110010028011,"population",1985,2021,"block group","count","Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia"
110010028012,"population",2063,2021,"block group","count","Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia"
110010028021,"population",3416,2021,"block group","count","Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia"
110010028022,"population",1640,2021,"block group","count","Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia"
110010029001,"population",1939,2021,"block group","count","Block Group 1, Census Tract 29, District of Columbia, District of Columbia"
110010029002,"population",2477,2021,"block group","count","Block Group 2, Census Tract 29, District of Columbia, District of Columbia"
110010030001,"population",1815,2021,"block group","count","Block Group 1, Census Tract 30, District of Columbia, District of Columbia"
110010030002,"population",1917,2021,"block group","count","Block Group 2, Census Tract 30, District of Columbia, District of Columbia"
110010031001,"population",3605,2021,"block group","count","Block Group 1, Census Tract 31, District of Columbia, District of Columbia"
110010032001,"population",1743,2021,"block group","count","Block Group 1, Census Tract 32, District of Columbia, District of Columbia"
110010032002,"population",755,2021,"block group","count","Block Group 2, Census Tract 32, District of Columbia, District of Columbia"
110010032003,"population",1185,2021,"block group","count","Block Group 3, Census Tract 32, District of Columbia, District of Columbia"
110010032004,"population",1618,2021,"block group","count","Block Group 4, Census Tract 32, District of Columbia, District of Columbia"
110010033011,"population",1440,2021,"block group","count","Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia"
110010033012,"population",1308,2021,"block group","count","Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia"
110010033013,"population",1390,2021,"block group","count","Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia"
110010033021,"population",1138,2021,"block group","count","Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia"
110010033022,"population",1168,2021,"block group","count","Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia"
110010034001,"population",1472,2021,"block group","count","Block Group 1, Census Tract 34, District of Columbia, District of Columbia"
110010034002,"population",3535,2021,"block group","count","Block Group 2, Census Tract 34, District of Columbia, District of Columbia"
110010035001,"population",1674,2021,"block group","count","Block Group 1, Census Tract 35, District of Columbia, District of Columbia"
110010035002,"population",3379,2021,"block group","count","Block Group 2, Census Tract 35, District of Columbia, District of Columbia"
110010036001,"population",1703,2021,"block group","count","Block Group 1, Census Tract 36, District of Columbia, District of Columbia"
110010036002,"population",1573,2021,"block group","count","Block Group 2, Census Tract 36, District of Columbia, District of Columbia"
110010036003,"population",1489,2021,"block group","count","Block Group 3, Census Tract 36, District of Columbia, District of Columbia"
110010037001,"population",1268,2021,"block group","count","Block Group 1, Census Tract 37, District of Columbia, District of Columbia"
110010037002,"population",2193,2021,"block group","count","Block Group 2, Census Tract 37, District of Columbia, District of Columbia"
110010037003,"population",1544,2021,"block group","count","Block Group 3, Census Tract 37, District of Columbia, District of Columbia"
110010038001,"population",1730,2021,"block group","count","Block Group 1, Census Tract 38, District of Columbia, District of Columbia"
110010038002,"population",2138,2021,"block group","count","Block Group 2, Census Tract 38, District of Columbia, District of Columbia"
110010038003,"population",1306,2021,"block group","count","Block Group 3, Census Tract 38, District of Columbia, District of Columbia"
110010039001,"population",1443,2021,"block group","count","Block Group 1, Census Tract 39, District of Columbia, District of Columbia"
110010039002,"population",773,2021,"block group","count","Block Group 2, Census Tract 39, District of Columbia, District of Columbia"
110010039003,"population",1132,2021,"block group","count","Block Group 3, Census Tract 39, District of Columbia, District of Columbia"
110010039004,"population",1240,2021,"block group","count","Block Group 4, Census Tract 39, District of Columbia, District of Columbia"
110010040011,"population",1734,2021,"block group","count","Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia"
110010040012,"population",679,2021,"block group","count","Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia"
110010040013,"population",2215,2021,"block group","count","Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia"
110010040021,"population",792,2021,"block group","count","Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia"
110010040022,"population",1893,2021,"block group","count","Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia"
110010040023,"population",617,2021,"block group","count","Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia"
110010041001,"population",1132,2021,"block group","count","Block Group 1, Census Tract 41, District of Columbia, District of Columbia"
110010041002,"population",608,2021,"block group","count","Block Group 2, Census Tract 41, District of Columbia, District of Columbia"
110010041003,"population",864,2021,"block group","count","Block Group 3, Census Tract 41, District of Columbia, District of Columbia"
110010042011,"population",1374,2021,"block group","count","Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia"
110010042012,"population",2393,2021,"block group","count","Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia"
110010042021,"population",1264,2021,"block group","count","Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia"
110010042022,"population",1112,2021,"block group","count","Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia"
110010043001,"population",2240,2021,"block group","count","Block Group 1, Census Tract 43, District of Columbia, District of Columbia"
110010043002,"population",1848,2021,"block group","count","Block Group 2, Census Tract 43, District of Columbia, District of Columbia"
110010044001,"population",3416,2021,"block group","count","Block Group 1, Census Tract 44, District of Columbia, District of Columbia"
110010044002,"population",2377,2021,"block group","count","Block Group 2, Census Tract 44, District of Columbia, District of Columbia"
110010046001,"population",1300,2021,"block group","count","Block Group 1, Census Tract 46, District of Columbia, District of Columbia"
110010046002,"population",1775,2021,"block group","count","Block Group 2, Census Tract 46, District of Columbia, District of Columbia"
110010047011,"population",966,2021,"block group","count","Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia"
110010047012,"population",3920,2021,"block group","count","Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia"
110010047021,"population",3600,2021,"block group","count","Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia"
110010048011,"population",2999,2021,"block group","count","Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia"
110010048021,"population",1604,2021,"block group","count","Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia"
110010048022,"population",1983,2021,"block group","count","Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia"
110010049011,"population",1280,2021,"block group","count","Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia"
110010049012,"population",2140,2021,"block group","count","Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia"
110010049021,"population",646,2021,"block group","count","Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia"
110010049022,"population",2811,2021,"block group","count","Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia"
110010050011,"population",794,2021,"block group","count","Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia"
110010050012,"population",1266,2021,"block group","count","Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia"
110010050021,"population",2083,2021,"block group","count","Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia"
110010050022,"population",1622,2021,"block group","count","Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia"
110010050023,"population",1117,2021,"block group","count","Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia"
110010050024,"population",976,2021,"block group","count","Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia"
110010052011,"population",1549,2021,"block group","count","Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia"
110010052012,"population",1447,2021,"block group","count","Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia"
110010052013,"population",1088,2021,"block group","count","Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia"
110010052014,"population",1771,2021,"block group","count","Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia"
110010053011,"population",1303,2021,"block group","count","Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia"
110010053012,"population",1053,2021,"block group","count","Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia"
110010053013,"population",1613,2021,"block group","count","Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia"
110010053014,"population",1149,2021,"block group","count","Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia"
110010055001,"population",1366,2021,"block group","count","Block Group 1, Census Tract 55, District of Columbia, District of Columbia"
110010055002,"population",2047,2021,"block group","count","Block Group 2, Census Tract 55, District of Columbia, District of Columbia"
110010055003,"population",1735,2021,"block group","count","Block Group 3, Census Tract 55, District of Columbia, District of Columbia"
110010055004,"population",803,2021,"block group","count","Block Group 4, Census Tract 55, District of Columbia, District of Columbia"
110010055005,"population",658,2021,"block group","count","Block Group 5, Census Tract 55, District of Columbia, District of Columbia"
110010056001,"population",1764,2021,"block group","count","Block Group 1, Census Tract 56, District of Columbia, District of Columbia"
110010056002,"population",1849,2021,"block group","count","Block Group 2, Census Tract 56, District of Columbia, District of Columbia"
110010056003,"population",2035,2021,"block group","count","Block Group 3, Census Tract 56, District of Columbia, District of Columbia"
110010056004,"population",1125,2021,"block group","count","Block Group 4, Census Tract 56, District of Columbia, District of Columbia"
110010058001,"population",1732,2021,"block group","count","Block Group 1, Census Tract 58, District of Columbia, District of Columbia"
110010058002,"population",1924,2021,"block group","count","Block Group 2, Census Tract 58, District of Columbia, District of Columbia"
110010059001,"population",2511,2021,"block group","count","Block Group 1, Census Tract 59, District of Columbia, District of Columbia"
110010062021,"population",58,2021,"block group","count","Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia"
110010064001,"population",1754,2021,"block group","count","Block Group 1, Census Tract 64, District of Columbia, District of Columbia"
110010064002,"population",1080,2021,"block group","count","Block Group 2, Census Tract 64, District of Columbia, District of Columbia"
110010065001,"population",1293,2021,"block group","count","Block Group 1, Census Tract 65, District of Columbia, District of Columbia"
110010065002,"population",1717,2021,"block group","count","Block Group 2, Census Tract 65, District of Columbia, District of Columbia"
110010066001,"population",1996,2021,"block group","count","Block Group 1, Census Tract 66, District of Columbia, District of Columbia"
110010067001,"population",1221,2021,"block group","count","Block Group 1, Census Tract 67, District of Columbia, District of Columbia"
110010067002,"population",1409,2021,"block group","count","Block Group 2, Census Tract 67, District of Columbia, District of Columbia"
110010067003,"population",1794,2021,"block group","count","Block Group 3, Census Tract 67, District of Columbia, District of Columbia"
110010068011,"population",1882,2021,"block group","count","Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia"
110010068012,"population",572,2021,"block group","count","Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia"
110010068021,"population",861,2021,"block group","count","Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia"
110010068022,"population",1717,2021,"block group","count","Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia"
110010068041,"population",2800,2021,"block group","count","Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia"
110010069001,"population",1493,2021,"block group","count","Block Group 1, Census Tract 69, District of Columbia, District of Columbia"
110010069002,"population",1206,2021,"block group","count","Block Group 2, Census Tract 69, District of Columbia, District of Columbia"
110010070001,"population",1211,2021,"block group","count","Block Group 1, Census Tract 70, District of Columbia, District of Columbia"
110010070002,"population",1233,2021,"block group","count","Block Group 2, Census Tract 70, District of Columbia, District of Columbia"
110010071001,"population",563,2021,"block group","count","Block Group 1, Census Tract 71, District of Columbia, District of Columbia"
110010071002,"population",2806,2021,"block group","count","Block Group 2, Census Tract 71, District of Columbia, District of Columbia"
110010072001,"population",4563,2021,"block group","count","Block Group 1, Census Tract 72, District of Columbia, District of Columbia"
110010072002,"population",2264,2021,"block group","count","Block Group 2, Census Tract 72, District of Columbia, District of Columbia"
110010073011,"population",4803,2021,"block group","count","Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia"
110010073041,"population",2506,2021,"block group","count","Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia"
110010073042,"population",1122,2021,"block group","count","Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia"
110010073043,"population",617,2021,"block group","count","Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia"
110010074011,"population",688,2021,"block group","count","Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia"
110010074012,"population",1033,2021,"block group","count","Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia"
110010074031,"population",2805,2021,"block group","count","Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia"
110010074041,"population",1763,2021,"block group","count","Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia"
110010074042,"population",1957,2021,"block group","count","Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia"
110010074043,"population",341,2021,"block group","count","Block Group 3, Census Tract 74.04, District of Columbia, District of Columbia"
110010074061,"population",2330,2021,"block group","count","Block Group 1, Census Tract 74.06, District of Columbia, District of Columbia"
110010074062,"population",1479,2021,"block group","count","Block Group 2, Census Tract 74.06, District of Columbia, District of Columbia"
110010074071,"population",1124,2021,"block group","count","Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia"
110010074072,"population",2110,2021,"block group","count","Block Group 2, Census Tract 74.07, District of Columbia, District of Columbia"
110010074081,"population",3193,2021,"block group","count","Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia"
110010074091,"population",1200,2021,"block group","count","Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia"
110010074092,"population",1921,2021,"block group","count","Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia"
110010074093,"population",1284,2021,"block group","count","Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia"
110010075021,"population",4161,2021,"block group","count","Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia"
110010075022,"population",1772,2021,"block group","count","Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia"
110010075031,"population",981,2021,"block group","count","Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia"
110010075032,"population",1638,2021,"block group","count","Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia"
110010075041,"population",2999,2021,"block group","count","Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia"
110010076011,"population",740,2021,"block group","count","Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia"
110010076012,"population",737,2021,"block group","count","Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia"
110010076013,"population",1683,2021,"block group","count","Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia"
